industry,category_kr,brand,copy,date,url,src
public_gov,관공서/단체,기호3번 더불어민주연합,민주와 연합이 만났다,2024-03-29,https://play.tvcf.co.kr/940266,Mar_240403
beauty,화장품,고혼진,여유롭게 나답게 나를 되찾는 시간,2024-03-29,https://play.tvcf.co.kr/940260,Mar_240403
telecom,정보통신,KT Y,와 이로운 혜택,2024-03-29,https://play.tvcf.co.kr/940311,Mar_240403
healthcare_pharma,제약/의료/복지,익스트림,세상의 모든 체력,2024-03-30,https://play.tvcf.co.kr/940283,Mar_240403
beverage_alcohol,음료/기호식품,와인나라,Everyday Luxury,2024-03-30,https://play.tvcf.co.kr/940346,Mar_240403
retail,서비스/유통/레저,LG전자 구독,가전도 이제 구독하는 시대,2024-03-30,https://play.tvcf.co.kr/940268,Mar_240403
finance,금융/보험,한화손해보험,중요한 건 해내는 것보다 해보는 것,2024-03-30,https://play.tvcf.co.kr/940271,Mar_240403
public_gov,관공서/단체,기호6번 새로운미래,그래도 민주주의 그리고 공정한 나라,2024-03-31,https://play.tvcf.co.kr/940359,Mar_240403
beverage_alcohol,음료/기호식품,게토레이 제로,오늘의 나를 움직이는 게토레이 제로,2024-05-01,https://play.tvcf.co.kr/944365,May_240603
beauty,화장품,글로우 플레이 텐더토크 립 밤,Lips to Cheeks,2024-05-01,https://play.tvcf.co.kr/946646,May_240603
public_gov,관공서/단체,금연캠페인,이렇게 참은 김에 금연해,2024-05-01,https://play.tvcf.co.kr/944327,May_240603
fnb,식품/제과,농심 배홍동 비빔면,비비는 순간 맛집이 되는 여기는 비빌시 맛있구 배홍동,2024-05-01,https://play.tvcf.co.kr/944367,May_240603
healthcare_pharma,제약/의료/복지,더마틱스 울트라,크고작은 흉터전문,2024-05-01,https://play.tvcf.co.kr/945126,May_240603
fnb,식품/제과,더벤티,저… 당했습니다 저당… 했다구요,2024-05-01,https://play.tvcf.co.kr/944336,May_240603
fnb,식품/제과,땅땅치킨,땡초마요찹스로 위풍땅땅,2024-05-01,https://play.tvcf.co.kr/944313,May_240603
healthcare_pharma,제약/의료/복지,마그랩,답이 되는 마그네슘,2024-05-01,https://play.tvcf.co.kr/944429,May_240603
beauty,화장품,마르시끄,주름계를 주름잡는 마르시끄 주름패치,2024-05-01,https://play.tvcf.co.kr/944379,May_240603
telecom,정보통신,마켓컬리,뭘 먹고 그렇게,2024-05-01,https://play.tvcf.co.kr/947524,May_240603
fnb,식품/제과,맥도날드 1955 해쉬브라운 불고기 해쉬브라운,바삭한 해쉬브라운이 1955와 불고기 버거로 쏙,2024-05-01,https://play.tvcf.co.kr/944358,May_240603
home_living,생활/가정용품,모던하우스,설레는 순간부터 여름이니까,2024-05-01,https://play.tvcf.co.kr/944390,May_240603
beauty,화장품,미쟝센 퍼펙트 세럼,몰랐어? 나 퍼펙트 한 거,2024-05-01,https://play.tvcf.co.kr/944382,May_240603
healthcare_pharma,제약/의료/복지,바슈롬 울트라 원데이,16시간 편안한 착용감으로 하루종일 맑은 눈,2024-05-01,https://play.tvcf.co.kr/944394,May_240603
healthcare_pharma,제약/의료/복지,베나치오,소화에 속전속결,2024-05-01,https://play.tvcf.co.kr/944326,May_240603
automotive,자동차/정유,볼보 XC90,안전함의 대명사,2024-05-01,https://play.tvcf.co.kr/944354,May_240603
fashion,패션/스포츠,비너스,"심플하게 즐겨, 여름이잖아",2024-05-01,https://play.tvcf.co.kr/944368,May_240603
beauty,화장품,사이오스,이제 집에서도 섬세하게,2024-05-01,https://play.tvcf.co.kr/946226,May_240603
home_appliance,전기전자,삼성 BESPOKE AI 무풍에어컨,천만의 선택 BESPOKE 무풍에어컨,2024-05-01,https://play.tvcf.co.kr/944360,May_240603
fnb,식품/제과,삼양 맵탱,맵탈케어가 필요한 순간,2024-05-01,https://play.tvcf.co.kr/943535,May_240603
home_appliance,전기전자,세라젬 파우제,"만족하는 순간, 진화는 끝나니까",2024-05-01,https://play.tvcf.co.kr/944359,May_240603
public_gov,관공서/단체,수도권자원순환공원,모두의 내일에 필요한 환기,2024-05-01,https://play.tvcf.co.kr/944363,May_240603
fnb,식품/제과,스팸 닭가슴살,절대맛 그대로 고기를 바꿨다!,2024-05-01,https://play.tvcf.co.kr/945071,May_240603
fnb,식품/제과,써브웨이,"경이로운 신선함, 오직 써브웨이에서",2024-05-01,https://play.tvcf.co.kr/942107,May_240603
public_gov,관공서/단체,아리수,멋을 마신다,2024-05-01,https://play.tvcf.co.kr/944320,May_240603
fashion,패션/스포츠,아이더,세상에 없던 기술적 시원함,2024-05-01,https://play.tvcf.co.kr/944063,May_240603
beauty,화장품,아이오페 레티놀 슈퍼 바운스 세럼,단 7일만에 꽉차오르는 밀도탄력,2024-05-01,https://play.tvcf.co.kr/944328,May_240603
healthcare_pharma,제약/의료/복지,아이클타임,"키, 성장판이 닫히기 전에 키우세요!",2024-05-01,https://play.tvcf.co.kr/904737,May_240603
home_living,생활/가정용품,아파트멘터리,"집, 디자인이 되다",2024-05-01,https://play.tvcf.co.kr/946822,May_240603
beauty,화장품,에스트라 리제덤365 모공탄력 캡슐세럼,7일이면 느껴지는 모공 탄력의 힘,2024-05-01,https://play.tvcf.co.kr/945245,May_240603
telecom,정보통신,올리브영 헬스+,"세상 새로운 헬스케어, 올영답게 시작",2024-05-01,https://play.tvcf.co.kr/945676,May_240603
beauty,화장품,우르오스 스킨워시,뒤끝없이 개운하게,2024-05-01,https://play.tvcf.co.kr/944380,May_240603
finance,금융/보험,우리은행,우리 금융 생활의 A To Z,2024-05-01,https://play.tvcf.co.kr/944333,May_240603
fashion,패션/스포츠,유니클로 에어리즘,피부가 입고 싶은 쾌적함,2024-05-01,https://play.tvcf.co.kr/944329,May_240603
beverage_alcohol,음료/기호식품,제임슨 아이리쉬 위스키,너의 세상을 넓혀봐,2024-05-01,https://play.tvcf.co.kr/946820,May_240603
beverage_alcohol,음료/기호식품,처음처럼,언제나 당신곁의 처음처럼으로부터,2024-05-01,https://play.tvcf.co.kr/944411,May_240603
home_appliance,전기전자,쿠쿠 인스퓨어 ZERO 100 SLIM 끓인 물·얼음 정수기,갓 만든 얼음과 갓 내린 신선한 커피는 이 여름에 가장 잘 어울리니까,2024-05-01,https://play.tvcf.co.kr/944335,May_240603
retail,서비스/유통/레저,티웨이항공,"티웨이, 유럽으로",2024-05-01,https://play.tvcf.co.kr/944720,May_240603
public_gov,관공서/단체,티타임A1,알아서 팔고 알아서 벌어주니까,2024-05-01,https://play.tvcf.co.kr/945307,May_240603
healthcare_pharma,제약/의료/복지,플랜트 콜라겐,헤어졌다 성격차이로,2024-05-01,https://play.tvcf.co.kr/943045,May_240603
public_gov,관공서/단체,한국주택금융공사 주택연금,평생을 지켜온 당신의 집으로부터,2024-05-01,https://play.tvcf.co.kr/944331,May_240603
automotive,자동차/정유,한국타이어,"퍼포먼스의 끝, 타이어로 완성하다",2024-05-01,https://play.tvcf.co.kr/944690,May_240603
home_appliance,전기전자,현대큐밍 딜라이트,예쁜 주방에 더 예쁜 정수기,2024-05-01,https://play.tvcf.co.kr/944378,May_240603
finance,금융/보험,현대해상,"이만큼 울고, 웃게 하는 건, 소중한 너의 탄생뿐이니까",2024-05-01,https://play.tvcf.co.kr/944512,May_240603
healthcare_pharma,제약/의료/복지,후시딘,"이루어져라, 바라는대로 바르는대로",2024-05-01,https://play.tvcf.co.kr/944113,May_240603
fashion,패션/스포츠,K2 코드텐,입는 순간 열을 식혀주는 초냉감 얼음실,2024-05-01,https://play.tvcf.co.kr/944357,May_240603
finance,금융/보험,KB증권,"대한민국, 커져라 뚝딱!",2024-05-01,https://play.tvcf.co.kr/943976,May_240603
telecom,정보통신,SK텔레콤,AI는 사랑을 연결하는 가장 진화한 방식입니다,2024-05-01,https://play.tvcf.co.kr/946566,May_240603
construction_realestate,아파트/건설,동문건설,삶을 움직이는 집,2024-05-02,https://play.tvcf.co.kr/945706,May_240603
public_gov,관공서/단체,삼양그룹,그 느낌 어쩌면 삼양때문일지도,2024-05-02,https://play.tvcf.co.kr/944420,May_240603
telecom,정보통신,스포티파이,언제. 어디서나. 운명같은 음악이 널 찾아올거야.,2024-05-02,https://play.tvcf.co.kr/944242,May_240603
healthcare_pharma,제약/의료/복지,써마지 FLX,경험할 수록 써마지 FLX,2024-05-02,https://play.tvcf.co.kr/944387,May_240603
beauty,화장품,초공진,"탄력, 그 위에 초탄력",2024-05-02,https://play.tvcf.co.kr/944453,May_240603
finance,금융/보험,현대카드,정상에 선 당신의 카드,2024-05-02,https://play.tvcf.co.kr/946225,May_240603
home_appliance,전기전자,LG 힐링미 오브제컬렉션,"예술적 휴식의 완성, 아르테",2024-05-02,https://play.tvcf.co.kr/944666,May_240603
beverage_alcohol,음료/기호식품,나랑드 사이다,"요즘 대세, 나랑드 사이다 제로!",2024-05-03,https://play.tvcf.co.kr/944573,May_240603
fashion,패션/스포츠,네파,"가장 강력한 아이스테크, 이제 옷으로 입다",2024-05-03,https://play.tvcf.co.kr/944676,May_240603
fnb,식품/제과,농심 짜파게티 더 블랙,뭘 어떻게 더 맛있어져? 그걸 합니다. 짜파게티가.,2024-05-03,https://play.tvcf.co.kr/944697,May_240603
healthcare_pharma,제약/의료/복지,라이필 더마 콜라겐 시그니처,"피부가 알아주는 숫자, 173달톤",2024-05-03,https://play.tvcf.co.kr/944743,May_240603
home_appliance,전기전자,로보락 S8 MaxV Ultra,"로보락의 등장, 청소의 종말",2024-05-03,https://play.tvcf.co.kr/944583,May_240603
beverage_alcohol,음료/기호식품,립톤,일잘러의 오후 텐션을 되돌리다,2024-05-03,https://play.tvcf.co.kr/944751,May_240603
education,출판/교육/문화,마제스타지,"영화를 BODA, 에티켓을 보다",2024-05-03,https://play.tvcf.co.kr/946801,May_240603
fnb,식품/제과,빼빼로,"가볍게 똑 끊어갈 때, 똑똑똑 빼빼로",2024-05-03,https://play.tvcf.co.kr/944756,May_240603
home_living,생활/가정용품,스너글 블루스파클 플러스,입고 싶은 포근향,2024-05-03,https://play.tvcf.co.kr/944752,May_240603
home_appliance,전기전자,엡손 스캐너,스캔 하나로 확 달라진 일상,2024-05-03,https://play.tvcf.co.kr/945110,May_240603
education,출판/교육/문화,큐이디,나 황유민의 샷은 증명완료 QED와 함께,2024-05-03,https://play.tvcf.co.kr/945248,May_240603
home_living,생활/가정용품,프로쉬 알로에베라 세탁세제,그 누구도 몰랐던 식물의 놀라운 세척력을 찾아내다,2024-05-03,https://play.tvcf.co.kr/944749,May_240603
retail,서비스/유통/레저,G마켓,우리가 (세)일하는 법,2024-05-03,https://play.tvcf.co.kr/944683,May_240603
home_appliance,전기전자,LG 디오스 오브제컬렉션 식기세척기,이젠 매일매일 디오스 식기세척기 써요,2024-05-03,https://play.tvcf.co.kr/944687,May_240603
corporate_pr,기업PR,SeAH,Journey of the Ring,2024-05-03,https://play.tvcf.co.kr/944572,May_240603
healthcare_pharma,제약/의료/복지,뉴온 시서스 필 다이어트,"다이어트 고민, 시서스로 씻어내자",2024-05-04,https://play.tvcf.co.kr/945244,May_240603
public_gov,관공서/단체,대한적십자사,"가장 인간적, 가장 시대적",2024-05-04,https://play.tvcf.co.kr/945693,May_240603
beverage_alcohol,음료/기호식품,라라올라,힘이올라 라라올라,2024-05-04,https://play.tvcf.co.kr/944757,May_240603
fnb,식품/제과,비비고,"새로워진 비비고, 세계를 더 맛있게",2024-05-04,https://play.tvcf.co.kr/944758,May_240603
healthcare_pharma,제약/의료/복지,비에날씬,"유산균으로 다이어트하는 문화, 생활이 되다!",2024-05-04,https://play.tvcf.co.kr/944764,May_240603
healthcare_pharma,제약/의료/복지,아이클리어,눈노화엔 아이클리어,2024-05-04,https://play.tvcf.co.kr/944762,May_240603
telecom,정보통신,넷플릭스,"친구들, 넷플 뭐봄?",2024-05-05,https://play.tvcf.co.kr/944872,May_240603
public_gov,관공서/단체,중소벤처기업부,"사실 내가 진짜 보고 싶은 건, 우리 모두 함께 행복한 세상",2024-05-05,https://play.tvcf.co.kr/944870,May_240603
beverage_alcohol,음료/기호식품,글린트X선미,Make the new moment,2024-05-06,https://play.tvcf.co.kr/945639,May_240603
home_living,생활/가정용품,마이크로킥보드,킥보드의 대-세,2024-05-06,https://play.tvcf.co.kr/945133,May_240603
retail,서비스/유통/레저,강원랜드,우리의 선한 물음은 계속될거야,2024-05-07,https://play.tvcf.co.kr/944991,May_240603
healthcare_pharma,제약/의료/복지,김남주바이오,김남주는 타협하지 않는다,2024-05-07,https://play.tvcf.co.kr/945945,May_240603
public_gov,관공서/단체,성남시,미래는 성남에 있다,2024-05-07,https://play.tvcf.co.kr/945023,May_240603
healthcare_pharma,제약/의료/복지,아주약품 올키,"올바르게 키우자, 올키!",2024-05-07,https://play.tvcf.co.kr/945623,May_240603
healthcare_pharma,제약/의료/복지,종근당 브레이닝캡슐,당신을 위한 Brain+ing,2024-05-07,https://play.tvcf.co.kr/945021,May_240603
beverage_alcohol,음료/기호식품,티젠 콤부차,오늘도 콤부차로 가벼워지자,2024-05-07,https://play.tvcf.co.kr/945008,May_240603
education,출판/교육/문화,KBS 캠페인,세상 모든 어린이를 응원합니다,2024-05-07,https://play.tvcf.co.kr/945022,May_240603
finance,금융/보험,Wa뱅크,와!이즈한 요즘 금융,2024-05-07,https://play.tvcf.co.kr/944925,May_240603
telecom,정보통신,구글플레이,이제 PC에서 플레이를 더 특별하게,2024-05-08,https://play.tvcf.co.kr/945078,May_240603
public_gov,관공서/단체,노란우산,이리오노란,2024-05-08,https://play.tvcf.co.kr/945010,May_240603
healthcare_pharma,제약/의료/복지,메이킨Q,"오늘밤, 메이킨!",2024-05-08,https://play.tvcf.co.kr/945230,May_240603
beauty,화장품,바이리즌 스킨 부스터 HA,인상깊다 아름다움이 깊다,2024-05-08,https://play.tvcf.co.kr/945265,May_240603
healthcare_pharma,제약/의료/복지,바이탈뷰티 메타그린,답을 주는 다이어트,2024-05-08,https://play.tvcf.co.kr/945884,May_240603
fnb,식품/제과,부라보콘,또 만나요. 부라보콘.,2024-05-08,https://play.tvcf.co.kr/945241,May_240603
beverage_alcohol,음료/기호식품,코카콜라 코크플레이,뜨거운 두바이에서. 만나는. 즐기는. 맛보는. 시원한 코카콜라.,2024-05-08,https://play.tvcf.co.kr/945059,May_240603
healthcare_pharma,제약/의료/복지,오투스,"일상은 그대로, 눈관리는 제대로",2024-05-09,https://play.tvcf.co.kr/945323,May_240603
fnb,식품/제과,가농바이오,"계란의 혁명, 단백이",2024-05-10,https://play.tvcf.co.kr/945928,May_240603
fashion,패션/스포츠,내셔널지오그래픽 어패럴,몸에 닿는 순간 FROZEN,2024-05-10,https://play.tvcf.co.kr/945523,May_240603
beauty,화장품,다이아린 트웬티케이,"단, 한방울의 놀라운 시작",2024-05-10,https://play.tvcf.co.kr/945618,May_240603
healthcare_pharma,제약/의료/복지,당신도 대상포진 대상자 캠페인,나도 당신도 대상포진 대상자,2024-05-10,https://play.tvcf.co.kr/945616,May_240603
beverage_alcohol,음료/기호식품,매일 바이오 프로틴 요거트,지금 우리들의 바이오에 딱!,2024-05-10,https://play.tvcf.co.kr/946425,May_240603
beverage_alcohol,음료/기호식품,빙그레 바나나맛우유,"단지, 용기 하나면 돼",2024-05-10,https://play.tvcf.co.kr/945318,May_240603
beverage_alcohol,음료/기호식품,스타벅스 RTD,빛나는 곳엔 언제나 스타벅스 RTD가 있다,2024-05-10,https://play.tvcf.co.kr/945517,May_240603
automotive,자동차/정유,제네시스 GV70,"모든 순간, 스타일이 되다",2024-05-10,https://play.tvcf.co.kr/946539,May_240603
public_gov,관공서/단체,초록우산 어린이재단,어린이를 위해 우리가 바꾼다,2024-05-10,https://play.tvcf.co.kr/945609,May_240603
public_gov,관공서/단체,한국세무사회,"세금고민 해결책, 세무사와 CHECK",2024-05-10,https://play.tvcf.co.kr/945614,May_240603
retail,서비스/유통/레저,현대백화점면세점,너도 우리 멤버가 될래?,2024-05-10,https://play.tvcf.co.kr/945632,May_240603
home_appliance,전기전자,LG 휘센 오브제컬렉션,마침내 AI로 바람을 완성하다,2024-05-10,https://play.tvcf.co.kr/945322,May_240603
home_appliance,전기전자,LG 휘센 오브제컬렉션,에어컨. 초지능 AI AIR 시대를 향해,2024-05-10,https://play.tvcf.co.kr/945615,May_240603
fashion,패션/스포츠,안다르,"나는 안다, 나는 안다르",2024-05-11,https://play.tvcf.co.kr/945621,May_240603
fnb,식품/제과,BBQ,반반반바라 바라반반반 황올반,2024-05-11,https://play.tvcf.co.kr/945628,May_240603
education,출판/교육/문화,KBS,한국방송이 우리말 우리글을 지켜갑니다,2024-05-11,https://play.tvcf.co.kr/945619,May_240603
public_gov,관공서/단체,국민건강보험공단,나를 확인해야 내가 안전하니까!,2024-05-13,https://play.tvcf.co.kr/945691,May_240603
beverage_alcohol,음료/기호식품,닥터캡슐 1000,살아서 장까지 배송 완료,2024-05-13,https://play.tvcf.co.kr/945682,May_240603
